_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above:confidence,orig__golden,fieldname_gold,fieldname_gold_reason,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above_gold,sentence,source
2268315283,FALSE,finalized,3,5/2/2019 3:56,gender_generalization,0.673,,,,,"It may be cancelled or changed in any way by the maker before his death, or a new will can be made.",Business Hints for Men and Women
2268315284,FALSE,finalized,3,5/2/2019 4:06,not_a_gender_generalization,0.6549,,,,,"It may be observed further, that, according to the tests adopted in this Lecture, the owner of the house has a present possession in the strictest sense, because, although he has not the power which Savigny says is necessary, he has the present intent and power to exclude others.",Common Law
2268315285,FALSE,finalized,3,5/2/2019 13:03,not_a_gender_generalization,0.6955,,,,,"It may be said that when a man covenants that it shall rain to-morrow, or that A shall paint a picture, he only says, in a short form, I will pay if it does not rain, or if A does not paint a picture.",Common Law
2268315286,FALSE,finalized,3,5/2/2019 3:18,gender_generalization,1,,,,,"It may then be rejected by the person to whom it is tendered; and if it be rejected, we have discovered no power in a court to force it on him.",Constitution Analysis
2268315287,FALSE,finalized,3,5/2/2019 4:18,gender_generalization,0.6512,,,,,It means the absence of probable cause in the facts known to the defendant when he instituted the suit.,Common Law
2268315288,FALSE,finalized,3,5/2/2019 4:22,not_a_gender_generalization,1,,,,,"It might be assumed that trespass is founded on the defendant's having caused damage by his act, without regard to negligence.",Common Law
2268315289,FALSE,finalized,3,5/2/2019 4:24,not_a_gender_generalization,0.671,,,,,"It might be that the owner of the horse could not have one of the old writs, because the horse was not in his possession when the damage was done.",Common Law
2268315290,FALSE,finalized,3,5/2/2019 4:12,gender_generalization,0.6784,,,,,"It must be left to the reader to decide whether ground has not been shown for believing that the same metaphysical confusion which naturally arose as to the ship's wrongful acts, affected the way of thinking as to her contracts.",Common Law
2268315291,FALSE,finalized,3,5/2/2019 4:17,gender_generalization,0.6458,,,,,It must be presumed that the President is not in his capacity as Supreme Commander bound by the prohibition in the Constitution of _ex post facto_ laws; nor does International Law forbid _ex post facto_ laws.,Constitution Analysis
2268315292,FALSE,finalized,3,5/2/2019 4:22,not_a_gender_generalization,0.6476,,,,,"It runs highways and railroads through old family places in spite of the owner's protest, paying in this instance the market value, to be sure, because no civilized government sacrifices the citizen more than it can help, but still sacrificing his will and his welfare to that of the rest.",Common Law
2268315293,FALSE,finalized,3,5/2/2019 3:43,gender_generalization,1,,,,,"It should be added, however, that it is laid down in the same book that, if the vessel is detained in port by the local authorities, the master is not bound to give the mariners wages, for he has earned no freight.",Common Law
2268315294,FALSE,finalized,3,5/2/2019 13:04,not_a_gender_generalization,1,,,,,"It should be noted that Justice Holmes couples with his invocation of the clear and present danger test in his dissent in this case the contention that rightly construed the act of Congress involved (The Espionage Act of May 16, 1918; 40 Stat.",Constitution Analysis
2268315295,FALSE,finalized,3,5/2/2019 4:01,gender_generalization,0.673,,,,,"It should be noted, however, that if the President fails to act, or if he adopts a narrow construction of a statute which he dislikes, and on this ground professes inability to act, the only remedy available against him is impeachment.",Constitution Analysis
2268315296,FALSE,finalized,3,5/2/2019 3:46,gender_generalization,1,,,,,"It should enable an Apiarian who lives in the neighborhood of human pilferers, to lock up the precious contents of his hives, in some cheap, simple and convenient way.",honey bee
2268315297,FALSE,finalized,3,5/2/2019 3:10,not_a_gender_generalization,0.6457,,,,,"It should enable him to catch the queen, for any purpose; especially to remove an old one whose fertility is impaired by age, that her place may be supplied with a young one.",honey bee
2268315298,FALSE,finalized,3,5/2/2019 15:50,not_a_gender_generalization,1,,,,,"It should enable the Apiarian to multiply his colonies with a certainty and rapidity which are entirely out of the question, if he depends upon natural swarming.",honey bee
2268315299,FALSE,finalized,3,5/2/2019 4:12,gender_generalization,0.6574,,,,,"It should enable the Apiarian, when he has removed the combs from a common hive, to place them with the bees, brood, honey and bee-bread, in the improved hive, so that the bees may be able to attach them in their natural positions.",honey bee
2268315300,FALSE,finalized,3,5/2/2019 3:38,gender_generalization,0.6545,,,,,"It was a proceeding to recover those compositions, at first optional, afterwards compulsory, by which a wrong-doer bought the spear from his side.",Common Law
2268315301,FALSE,finalized,3,5/2/2019 4:04,not_a_gender_generalization,1,,,,,It was alleged that the defendant performed his cure so negligently that the horse died.,Common Law
2268315302,FALSE,finalized,3,5/2/2019 4:18,gender_generalization,0.6512,,,,,"It was characteristic of the German procedure that the defendant could meet that complaint by answering, in an equally general form, that he did not owe the plaintiff.",Common Law
2268315303,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,0.6735,,,,,"It was further said that the master was rather an officer than a servant, and in effect received his wages from the merchant who paid freight.",Common Law
2268315304,FALSE,finalized,3,5/2/2019 3:44,not_a_gender_generalization,1,,,,,"It was headed by Mr Elihu Root, with the rank of ambassador, while some of his associates bore the rank of envoy extraordinary.",Constitution Analysis
2268315305,FALSE,finalized,3,5/2/2019 3:26,not_a_gender_generalization,0.6749,,,,,"It was said that the Lombard presents his grantor, the Roman stands in his grantor's shoes,--Langobardus dat auctorem, Romanus stat loco auctoris.",Common Law
2268315306,FALSE,finalized,3,5/2/2019 13:10,not_a_gender_generalization,1,,,,,"It was this characteristic of Livingstone, the great explorer, that made him what he was, and that has marked the career of all good scouts.",boy scouts 
2268315307,FALSE,finalized,3,5/2/2019 3:43,gender_generalization,1,,,,,It was to be expected that some action should be given to the bailor as soon as the law had got machinery which could be worked without help from the fresh pursuit and armed hands of the possessor and his friends.,Common Law
2268315308,FALSE,finalized,3,5/2/2019 3:28,not_a_gender_generalization,0.6772,,,,,"It was, we know, the constant practice of our Lord and Master, to illustrate his teachings from the birds of the air, the lilies of the field, and the common walks of life and pursuits of men.",honey bee
2268315309,FALSE,finalized,3,5/2/2019 3:08,not_a_gender_generalization,0.6577,,,,,"It will add great weight to this remark, in relation to prize causes, to mention that the method of determining them has been thought worthy of particular regulation in various treaties between different powers of Europe, and that, pursuant to such treaties, they are determinable in Great Britain, in the last resort, before the king himself, in his privy council, where the fact, as well as the law, undergoes a re-examination.",Federalists
2268315310,FALSE,finalized,3,5/2/2019 3:34,gender_generalization,1,,,,,"It will also be noticed in the cases before that time, that there is no settled formula for the obligation in question, but that it is set forth in each case that the defendant was answerable for what he was said to have done or omitted in the particular instance.",Common Law
2268315311,FALSE,finalized,3,5/2/2019 3:50,gender_generalization,0.6642,,,,,"It will be a good thing for a scout always to carry a Red Cross First Aid Outfit, or some similar outfit, for with this he is ready to take care of almost any injury; without it he will find it very difficult to improvise anything to cover a wound with safety to the injured person.",boy scouts 
2268315312,FALSE,finalized,3,5/2/2019 2:39,gender_generalization,0.6619,,,,,"It will be observed that this case did not go on any special custom, either as to common carriers or shipmasters, but that all the arguments and the opinion of the court assumed that, if the case was to be governed by the common law, and not by the milder provisions of the civil [195] law relied on for the defence, and if the defendant could be regarded as a bailee, and not merely a servant of the owners, then the general law of bailment would apply, and the defendant would be charged, as in Southcote's Case, by his general acceptance.",Common Law
2268315313,FALSE,finalized,3,5/2/2019 3:57,gender_generalization,0.6563,,,,,It will be seen that in each of these well-known cases the court assumed a rule which would make the defendant liable if his conduct was such as the evidence tended to prove.,Common Law
2268315314,FALSE,finalized,3,5/2/2019 4:12,gender_generalization,0.6667,,,,,It will do no good.,girl scouts
2268315315,FALSE,finalized,3,5/2/2019 12:33,gender_generalization,0.6792,,,,,"It will readily be comprehended, that a man who had himself the sole disposition of offices, would be governed much more by his private inclinations and interests, than when he was bound to submit the propriety of his choice to the discussion and determination of a different and independent body, and that body an entire branch of the legislature.",Federalists
2268315316,FALSE,finalized,3,5/2/2019 3:42,gender_generalization,0.6526,,,,,"It would only be necessary for the wrong-doer to commit a wrong so gross as to free the bailee from responsibility, in order to deprive him of his right of action.",Common Law
2268315318,FALSE,finalized,3,5/2/2019 3:21,not_a_gender_generalization,0.6669,,,,,"It would seem to follow that whenever the President so acts on his own initiative he should at once report his action to Congress, and thenceforth bring the full powers of his office to the support of the desires of the Houses once these are clearly indicated.",Constitution Analysis
2268315319,FALSE,finalized,3,5/2/2019 12:59,not_a_gender_generalization,0.6675,,,,,"It would, however, be arrant dogmatism, quite outside the scope of our authority in passing on the powers of a State, for us to deny that the Illinois legislature may warrantably believe that a man's job and his educational opportunities and the dignity accorded him may depend as much on the reputation of the racial and religious group to which he willy-nilly belongs, as on his own merits.",Constitution Analysis
2268315320,FALSE,finalized,3,5/2/2019 4:06,not_a_gender_generalization,0.671,,,,,"It, therefore, follows that the date on which the governor approved the ratification, or the date on which the secretary of state of a given State certified the ratification, or the date on which the Secretary of State of the United States received a copy of said certificate, or the date on which he proclaimed that the amendment had been ratified are not controlling.",Constitution Analysis
2268315321,FALSE,finalized,3,5/2/2019 4:25,gender_generalization,0.6407,,,,,Its policy is that the organization or institution with which the boy scout is connected shall give definite attention to his religious life.,boy scouts 
2268315322,FALSE,finalized,3,5/2/2019 3:26,gender_generalization,0.6366,,,,,"Its scroll is turned up at the ends like a scout's mouth, because he does his duty with a smile and willingly.",boy scouts 
2268315323,FALSE,finalized,3,5/2/2019 13:10,not_a_gender_generalization,1,,,,,"Just as soon as the Apiarian begins to multiply his stocks with very great rapidity, he must calculate upon feeding great quantities of honey to his bees.",honey bee
2268315324,FALSE,finalized,3,5/2/2019 3:18,not_a_gender_generalization,1,,,,,Justice Clark expressly limited his concurrence to the judgment of the Court.,Constitution Analysis
2268315325,FALSE,finalized,3,5/2/2019 3:52,not_a_gender_generalization,1,,,,,"Justice Field pointed the way for this development in his dissenting opinion in O'Neil _v._ Vermont,[12] wherein the majority refused to apply the Eighth Amendment to a State.",Constitution Analysis
2268315326,FALSE,finalized,3,5/2/2019 3:23,not_a_gender_generalization,1,,,,,Justice Holmes presented a dissenting opinion for himself and Justice Brandeis which contains a curious note of fatalism.,Constitution Analysis
2268315327,FALSE,finalized,3,5/2/2019 12:29,not_a_gender_generalization,1,,,,,Justice Holmes was joined in his dissent by Justices Brandeis and Stone.,Constitution Analysis
2268315328,FALSE,finalized,3,5/2/2019 3:12,not_a_gender_generalization,1,,,,,"Justice Jackson also protested: We cannot, he said, give some constitutional rights a preferred position without relegating others to a deferred position.",Constitution Analysis
2268315329,FALSE,finalized,3,5/2/2019 14:39,not_a_gender_generalization,1,,,,,"Justice Jackson, joined by Justices Frankfurter and Roberts, dissented on the ground that the accused not only denied that the protracted questioning had the effect of forcing an involuntary confession from him but that he had ever confessed at all, a contention which reputable witnesses contradicted.",Constitution Analysis
2268315330,FALSE,finalized,3,5/2/2019 4:03,not_a_gender_generalization,1,,,,,Justice Murphy announced that he favored affirming the conviction and therefore dissented.,Constitution Analysis
2268315331,FALSE,finalized,3,5/2/2019 4:20,not_a_gender_generalization,0.6864,,,,,"Justice Murphy in a solitary dissent stated: But the act of providing shelter was of the type that might naturally arise out of petitioner's relationship to his son, as the Court recognizes.",Constitution Analysis
2268315332,FALSE,finalized,3,5/2/2019 3:48,not_a_gender_generalization,0.6735,,,,,Justly has he been called the Colossus of the Revolution.,boy scouts 
2268315333,FALSE,finalized,3,5/2/2019 4:07,not_a_gender_generalization,0.6739,,,,,Keep the baby and everything around him clean.,girl scouts
2268315334,FALSE,finalized,3,5/2/2019 3:26,not_a_gender_generalization,1,,,,,"Kephart, in his book on Camping and Woodcraft (p. 28), says: When there is nothing dry to strike it on, jerk the head {160} of the match forward through the teeth.",boy scouts 
2268315335,FALSE,finalized,3,5/2/2019 12:33,not_a_gender_generalization,0.6792,,,,,Kneel astride of the patient facing toward his head.,girl scouts
2268315336,FALSE,finalized,3,5/2/2019 13:10,gender_generalization,1,,,,,Know how the principal officers in his town or city are elected and for what terms.,boy scouts 
2268315337,FALSE,finalized,3,5/2/2019 2:39,gender_generalization,0.6838,,,,,"Knowing a delightful road or trail, one can by a map guide others to it, or by making a map of a city, or country district helps a stranger to find his way about.",girl scouts
2268315338,FALSE,finalized,3,5/2/2019 15:10,not_a_gender_generalization,0.6602,,,,,"Knowing the Birds It is no easy matter, this trying to get to know the birds; but scouts are not looking for the easiest jobs, and it is great sport for them to follow some shy songster through the briery thicket until a really good look can be had, to sit stock still for half an hour to watch some unknown bird come home to her nest, or to wriggle on all fours through the grass to have a glimpse over the top of the knoll at the ducks in the pool beyond.",boy scouts 
2268315339,FALSE,finalized,3,5/2/2019 4:18,gender_generalization,1,,,,,"Knowledge that the act which causes death will probably cause the death of, or grievous bodily harm to, some person, whether such person is the person actually killed or not, although such knowledge is accompanied by indifference whether death or grievous bodily harm is caused or not, or by a wish that it may not be caused; (c.) An intent to commit any felony whatever; (d.) An intent to oppose by force any officer of justice on his way to, in, or returning from the execution of the duty of arresting, keeping in custody, or imprisoning any person whom he is lawfully entitled to arrest, keep in custody, or imprison, or the duty of keeping the peace or dispersing an unlawful assembly, provided that the offender has notice that the person killed is such an officer so employed.",Common Law
2268315340,FALSE,finalized,3,5/2/2019 4:10,gender_generalization,1,,,,,Labor Saving The housekeeper must learn how to do her work in the least possible time; she must save steps.,girl scouts
2268315341,FALSE,finalized,3,5/2/2019 4:25,not_a_gender_generalization,0.6847,,,,,"Lay the patient flat on his back with head low, so that the heart can more easily pump the blood back into the brain.",girl scouts
2268315342,FALSE,finalized,3,5/2/2019 3:51,not_a_gender_generalization,0.6642,,,,,Lay the patient flat on his back with head slightly raised.,girl scouts
2268315343,FALSE,finalized,3,5/2/2019 3:42,not_a_gender_generalization,0.6672,,,,,"Lay the patient flat on his back, and prevent him from hurting himself in his twisting, but do not try to stop convulsive movement.",girl scouts
2268315344,FALSE,finalized,3,5/2/2019 3:15,not_a_gender_generalization,0.6677,,,,,Lay the patient flat on his back.,girl scouts
2268315345,FALSE,finalized,3,5/2/2019 4:17,gender_generalization,1,,,,,"Let it make no difference, banker, merchant, kinsman or friend, do not fear to give offence, but right then and there, count the money he gave you.",Business Hints for Men and Women
2268315346,FALSE,finalized,3,5/2/2019 3:39,not_a_gender_generalization,0.6863,,,,,"Let the boy remember also that in addition to courage, unselfishness, and fair dealing, he must have efficiency, he must have knowledge, he must cultivate a sound body and a good mind, and train himself so that he can act with quick decision in any crisis that may arise.",boy scouts 
2268315347,FALSE,finalized,3,5/2/2019 4:01,not_a_gender_generalization,0.6635,,,,,"Let us turn to one of the old books of the Scotch law, where the old principle still appears in full force and is stated with its reasons as then understood, Gif ane wylde or head-strang horse, carries ane man [21] against his will over an craig, or heuch, or to the water, and the man happin to drowne, the horse sall perteine to the king as escheit.",Common Law
2268315348,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,0.6857,,,,,"LET YOUR WIFE KNOW It is usually wise for a woman, married or single, to keep her real estate and her money, if she have any, in her own name.",Business Hints for Men and Women
2268315349,FALSE,finalized,3,5/2/2019 4:25,not_a_gender_generalization,1,,,,,"Letter of Attorney General McReynolds to the Secretary to the President, dated August 28, 1914, stating that it would be incompatible with the public interest to send to the Senate in response to its resolution, reports made to the Attorney General by his associates regarding violations of law by the Standard Oil Co. Letter of Attorney General Gregory to the President of the Senate, dated February 23, 1915, declining to comply with a resolution of the Senate requesting the Attorney General to report to the Senate his findings and conclusions in the investigation of the smelting industry.",Constitution Analysis
2268315350,FALSE,finalized,3,5/2/2019 12:59,gender_generalization,0.6616,,,,,"LIABILITY In all matters rightly belonging to the business of a firm, any member has the right to act, and his acts will be held binding in law.",Business Hints for Men and Women
2268315351,FALSE,finalized,3,5/2/2019 3:33,not_a_gender_generalization,0.672,,,,,Liability is said to arise out of such conduct as would be blameworthy in him.,Common Law
2268315352,FALSE,finalized,3,5/2/2019 3:21,not_a_gender_generalization,1,,,,,Likewise in United States _v._ Ferreira[129] the Court sustained the act conferring powers on the Florida territorial court to examine claims arising under the Spanish treaty and to report his decisions and the evidence on which they were based to the Secretary of the Treasury for subsequent action.,Constitution Analysis
2268315353,FALSE,finalized,3,5/2/2019 12:39,gender_generalization,1,,,,,"Likewise, a Tennessee statute which made the amount of the annual license tax exacted for the privilege of doing railway construction work dependent upon whether the person taxed had his chief office within or without the State, was found to be incompatible with the comity clause.",Constitution Analysis
2268315354,FALSE,finalized,3,5/2/2019 16:29,not_a_gender_generalization,1,,,,,"Lincoln's early life was cradled in the woods, and all of life out of doors had been his in the new and pioneer states of the {338} wilderness.",boy scouts 
2268315355,FALSE,finalized,3,5/2/2019 3:18,not_a_gender_generalization,1,,,,,Lincoln's emancipation of the slaves was made only after he had convinced himself it could not be longer deferred and preserve the Union.,boy scouts 
2268315356,FALSE,finalized,3,5/2/2019 2:52,not_a_gender_generalization,0.6554,,,,,"Living in the open in this way, and making friends of the trees, the streams, the mountains, and the stars, gives a scout a great deal of confidence and makes him love the natural life around him.",boy scouts 
2268315357,FALSE,finalized,3,5/2/2019 3:18,gender_generalization,1,,,,,"Looking into the eager faces of longing and questioning, his Spirit moved within him and he spoke: I went, I sought, I found the Great Spirit who dwells in the earth as your spirits dwell in your bodies.",boy scouts 
2268315358,FALSE,finalized,3,5/2/2019 3:12,not_a_gender_generalization,1,,,,,"Lord Holt's famous opinion in the latter case quotes largely from the Roman law as it filtered to him through Bracton; but, whatever influence that may have had upon his general views, the point decided and the distinctions touching common carriers were of English growth.",Common Law
2268315359,FALSE,finalized,3,5/2/2019 3:37,gender_generalization,0.6643,,,,,"Loyalty Loyalty is another scout virtue which must stand out prominently, because it is that which makes him true to his home, his parents, and his country.",boy scouts 
2268315360,FALSE,finalized,3,5/2/2019 2:52,gender_generalization,1,,,,,"Make the required athletic standard according to his weight, classifications and conditions as stated in chapter eight.",boy scouts 
2268315361,FALSE,finalized,3,5/2/2019 13:10,gender_generalization,0.6773,,,,,Man is a daytime creature; he is blind in the soft half-light that most beasts prefer.,boy scouts 
2268315362,FALSE,finalized,3,5/2/2019 3:56,not_a_gender_generalization,1,,,,,"Mann, however, strongly resented the charge that he was opposed to religious instruction in the public schools.",Constitution Analysis
2268315363,FALSE,finalized,3,5/2/2019 13:10,not_a_gender_generalization,0.6626,,,,,Many of the provisions thus activated delegate powers of greater or less importance to the President himself or remove statutory restrictions thereon.,Constitution Analysis
2268315364,FALSE,finalized,3,5/2/2019 4:10,not_a_gender_generalization,0.6531,,,,,"Many of us have suddenly found ourselves thinking of a person who had been out of our minds for months, or years, when all of a sudden the person himself would appear.",mind reading
2268315365,FALSE,finalized,3,5/2/2019 3:46,gender_generalization,1,,,,,"Many would like to keep bees, if they could have them taken care of, by those who would undertake their management, just as a gardener does the gardens and grounds of his employers.",honey bee
2268315366,FALSE,finalized,3,5/2/2019 3:12,not_a_gender_generalization,1,,,,,Marching Against the Iroquois Everett T. Tomlinson Marion and His Men John De Morgan David McKay Master of the Strong Hearts E. S. Brooks Off the Rocks Grenfell S. S. Tirnes On the Indian Trail Egerton R. Young Revell Co. On the Old Kearsarge Cyrus Townsend Brady Scribners On General Thomas's Staff Byron A. Dunn McClurg Paul Revere John De Morgan David McKay Peggy Owen Lucy Foster Madison Penn Pub.,boy scouts 
2268315367,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,1,,,,,Marshall's answer to this can only be inferred from his statement at the end of his opinion.,Constitution Analysis
2268315368,FALSE,finalized,3,5/2/2019 3:57,not_a_gender_generalization,0.6801,,,,,MEAT--The best way to learn about cuts of meat is to go often to market and talk to the butcher whenever he has a minute to spare.,girl scouts
2268315369,FALSE,finalized,3,5/2/2019 12:35,not_a_gender_generalization,1,,,,,"Milton is believed by many, to have been a better poet, for his blindness; and it is highly probable that Huber was a better Apiarian, for the same cause.",honey bee
2268315370,FALSE,finalized,3,5/2/2019 4:21,gender_generalization,0.6609,,,,,Money forfeited for detaining a vessel beyond the time named in her Charter party.,Business Hints for Men and Women
2268315371,FALSE,finalized,3,5/2/2019 3:18,not_a_gender_generalization,1,,,,,"Monroe himself ultimately adopted the broadest view of the spending power, from which, however, he carefully excluded any element of regulatory or police power.",Constitution Analysis
2268315372,FALSE,finalized,3,5/2/2019 15:50,not_a_gender_generalization,1,,,,,"More recently, the Court, sustained, by only a five-to-four vote, however, a conviction for murder where the trial court rejected the defendant's request that he be present at a view of the scene of the murder to which the jury had been taken.",Constitution Analysis
2268315373,FALSE,finalized,3,5/2/2019 4:18,not_a_gender_generalization,0.6512,,,,,"More recently, when reversing an order denying the second-class privilege to a mailable publication because of the poor taste and vulgarity of its contents, on the ground that the Postmaster General exceeding his statutory authority, Justice Douglas assumed, in the opinion of the Court, that Congress has a broad power of classification and need not open second-class mail to publications of all types.",Constitution Analysis
2268315374,FALSE,finalized,3,5/2/2019 4:10,gender_generalization,1,,,,,"More than this, the same reasoning would make a defendant responsible for all damage, however remote, of which his act could be called the cause.",Common Law
2268315375,FALSE,finalized,3,5/2/2019 3:42,not_a_gender_generalization,1,,,,,"Moreover, for a long time after Henry II., whenever an action was brought for a debt of which there was no written evidence, the plaintiff, when asked what he had to show for it, always answered good suit, and tendered his witnesses, who were sometimes examined by the court.",Common Law
2268315376,FALSE,finalized,3,5/2/2019 4:19,not_a_gender_generalization,1,,,,,Morgan from the chairmanship of TVA for refusal to produce evidence in substantiation of charges which he had levelled at his fellow directors.,Constitution Analysis
2268315377,FALSE,finalized,3,5/2/2019 4:11,gender_generalization,1,,,,,"Most Apiarians before his time, supposed that it was made from pollen or bee-bread, either in a crude or digested state.",honey bee
2268315378,FALSE,finalized,3,5/2/2019 3:26,problematic_sentence,0.6716,,,,,"Most frequently applied examples of these rules include the following: the rule that a marriage which is good in the country where performed (_lex loci_) is good elsewhere; likewise the rule that contracts are to be interpreted in accordance with the laws of the country where entered into (_lex loci contractus_) unless the parties clearly intended otherwise; also the rule that immovables may be disposed of only in accordance with the law of the country where situated (_lex rei sitae_);[1] also the converse rule that chattels adhere to the person of their owner and hence are disposable by him, even when located elsewhere, in accordance with the law of his domicile (_lex domicilii_); also the rule that regardless of where the cause arose, the courts of any country where personal service can be got upon the defendant will take jurisdiction of certain types of personal actions, hence termed transitory, and accord such remedy as the _lex fori_ affords.",Constitution Analysis
2268315379,FALSE,finalized,3,5/2/2019 4:21,gender_generalization,0.6609,,,,,"Most fruits are laxative, and for that reason, if none other, a good proportion of dried fruit should be included in the ration, no matter how light one travels; otherwise one is likely to suffer from constipation when he changes from 'town grub' to 'trail grub.'",girl scouts
2268315380,FALSE,finalized,3,5/2/2019 3:46,not_a_gender_generalization,0.6686,,,,,"Mother Nature has many, many secrets which she will reveal to sharp eyes and alert minds.",girl scouts
2268315381,FALSE,finalized,3,5/2/2019 2:52,not_a_gender_generalization,1,,,,,Mr Creery regarding a number of experiments he had conducted with his four children.,mind reading
2268315382,FALSE,finalized,3,5/2/2019 15:50,not_a_gender_generalization,1,,,,,"Mr Samuel Wagner of York, Pa., has recently communicated to me a very original and exceedingly ingenious theory of his own, which he thinks will account for all the facts without admitting that the Queen Bee has any special knowledge or will on the subject.",honey bee
2268315383,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,1,,,,,"Mr Taylor writes the word accepted, with the date and his name across the face of the draft, and if he does not pay cash, he states in the writing where payment will be made.",Business Hints for Men and Women
2268315384,FALSE,finalized,3,5/2/2019 3:26,not_a_gender_generalization,1,,,,,"Murder is defined by Sir James Stephen, in his Digest of Criminal Law, as unlawful homicide with malice aforethought.",Common Law
2268315385,FALSE,finalized,3,5/2/2019 3:10,gender_generalization,0.6752,,,,,My friend was sent for to come and take his coon out of there forever.,boy scouts 
2268315386,FALSE,finalized,3,5/2/2019 2:39,not_a_gender_generalization,1,,,,,"My wish for every Girl Scout who undertakes a garden is that she may have all these satisfactions, and may follow all these delightful paths that lead to knowledge, and through knowledge to joy.",girl scouts
2268315387,FALSE,finalized,3,5/2/2019 12:32,not_a_gender_generalization,0.6891,,,,,Nature reserves her choicest beauties and secrets for those who know how to conquer all difficulties.,girl scouts
2268315388,FALSE,finalized,3,5/2/2019 3:39,not_a_gender_generalization,1,,,,,"Nay, why need the defendant have acted at all, and why is it not enough that his existence has been at the expense of the plaintiff?",Common Law
2268315389,FALSE,finalized,3,5/2/2019 3:35,gender_generalization,0.6275,,,,,Nearly everyone has had evidences of Mind Reading or Thought Transference in his or her own life.,mind reading
2268315390,FALSE,finalized,3,5/2/2019 4:18,gender_generalization,1,,,,,Neither can force nor influence a person to go to or to remain away from church against his will or force him to profess a belief or disbelief in any religion.,Constitution Analysis
2268315391,FALSE,finalized,3,5/2/2019 12:39,gender_generalization,1,,,,,"Neither our ignorance of all the facts necessary to their full elucidation, nor our inability to harmonize these facts in their mutual relations and dependencies, will justify us in rejecting any truth which God has seen fit to reveal, either in the book of nature, or in His holy word.",honey bee
2268315392,FALSE,finalized,3,5/2/2019 4:18,gender_generalization,1,,,,,"Neither would be liable to an action, and, according to what has been said, each has done all that he promised to do in the event which has happened, to wit, nothing.",Common Law
2268315393,FALSE,finalized,3,5/2/2019 12:30,gender_generalization,0.6649,,,,,"Never go into a partnership with a man who puts in his experience against your capital, unless you know him like a brother.",Business Hints for Men and Women
2268315394,FALSE,finalized,3,5/2/2019 4:20,gender_generalization,0.6465,,,,,"Nevertheless, as early as 1801, in United States _v._ Schooner Peggy,[165] the Supreme Court, speaking by Chief Justice Marshall, took notice of a treaty with France, executed after a court of admiralty had entered a final judgment condemning a captured French vessel, and finding it applicable to the situation before it, set the judgment aside and ordered the vessel restored to her owners.",Constitution Analysis
2268315395,FALSE,finalized,3,5/2/2019 13:04,not_a_gender_generalization,1,,,,,"Nevertheless, if the tenant recognized him, the disseisor would be protected as against persons who could not show a better title.",Common Law
2268315396,FALSE,finalized,3,5/2/2019 2:52,not_a_gender_generalization,0.6554,,,,,"Nevertheless, in his narrower sphere he unquestionably represents the person of his ancestor.",Common Law
2268315397,FALSE,finalized,3,5/2/2019 4:12,gender_generalization,0.6863,,,,,"Nevertheless, the authorities indicate that the President cannot, without statutory authority, delegate a discretionary duty, relieving himself of all responsibility, so that the duty when performed will not be his act but wholly the act of another.",Constitution Analysis
2268315398,FALSE,finalized,3,5/2/2019 4:20,gender_generalization,1,,,,,"No act of Congress, no act even of the President himself, can, by constitutional possibility, authorize or create any military officer not subordinate to the President.",Constitution Analysis
2268315399,FALSE,finalized,3,5/2/2019 3:15,gender_generalization,1,,,,,"No constable or other bailiff of ours shall take corn or other provisions from any one without immediately tendering money therefor, unless he can have postponement thereof by permission of the seller.",magna carta
2268315400,FALSE,finalized,3,5/2/2019 12:30,gender_generalization,1,,,,,"No constable or other bailiff of ours shall take corn or other provisions from anyone without immediately tendering money therefor, unless he can have postponement thereof by permission of the seller.",magna carta
2268315401,FALSE,finalized,3,5/2/2019 4:14,gender_generalization,0.6481,,,,,"No doubt, as has been said above, the averment that the defendant has been guilty of negligence is a complex one: first, that he has done or omitted certain things; second, that his alleged conduct does not come up to the legal standard.",Common Law
2268315402,FALSE,finalized,3,5/2/2019 2:46,gender_generalization,0.6346,,,,,"No matter where a man's personal property is placed, the rule is to tax him for the whole at the place of his usual residence.",Business Hints for Men and Women
2268315403,FALSE,finalized,3,5/2/2019 4:22,not_a_gender_generalization,0.6476,,,,,"No one was allowed to leave the room after the object had been fixed upon; no communication with the child was conceivable, as her place was often changed.",mind reading
2268315404,FALSE,finalized,3,5/2/2019 3:18,gender_generalization,0.6665,,,,,Nobody compels any Scout to earn these Badges; she deliberately chooses to do so.,girl scouts
2268315405,FALSE,finalized,3,5/2/2019 14:39,not_a_gender_generalization,1,,,,,Nor did it require him to make any findings of fact to disclose the basis of his action.,Constitution Analysis
2268315406,FALSE,finalized,3,5/2/2019 4:19,gender_generalization,1,,,,,Nor does it apply to statements made by an accused on his own premises to an undercover agent whose identity was not suspected and who had on his person a radio transmitter which communicated the statements to another agent outside the building.,Constitution Analysis
